id,ground_truth,question_type,complexity,raw_ocr_text,proc_ocr_text,raw_correct,proc_correct,raw_time,proc_time
72,FOUR WEEKS,free_text,simple,"June 18, 1975

The Ability of Dietary Glycan to Lower Elevated
Blood Cholesterol and Triglycerides in Rats.

Ten male rats were fed the control diet (basal + cholesterol and
cholic acid) for four weeks and divided into two groups. One group (2A)
continued to receive the control diet. The second group (2B) received a
test diet of the same composition as the control diet except that 15 parts
of Glycan replaced 15 parts of sucrose. Another group (#1) of ten male rats
were fed the basal diet for four weeks and then continued on the basal diet.
At weekly intervals, whole blood was drawn from the caudal vein for the
determination of serum cholesterol. At the end of four weeks, whole blood

was drawn by heart puncture.

Blood Analysis

Group #1 #3 L—

Cholesterol mg % 0 Wk. 96
i 96
2 96
3 96
i

Triglyceride mg % 4 Wk.

 
","June 18, 1975

The Ability of Dietary Glycan to Lower Elevated
Blood Cholesterol and Triglycerides in Rats.

Ten male rats were fed the control diet (basal + cholesterol and
cholic acid) for four weeks and divided into two groups. One group (2A)
continued to receive the control diet. The second group (223) received a
test diet of the same composition as the control diet except that 15 parts
of Glycan renlaced 15 narts of sucrose. Another sroun (/1) of ten male rats
were fed the basal diet for four weeks and then continued on the basal diet.
At weekly intervals, whole blood was drawn from the caudal vein for the
determination of serum cholesterol. At the end of four weeks, whole blood

was drawn by heart puncture.

Blood Analysis

Group #1

Cholesterol mg % 96

3
4

Triglyceride mg % 4 Wk.

 
",True,True,3.722,3.53
73,CAUDAL VEIN,free_text,simple,"June 18, 1975

The Ability of Dietary Glycan to Lower Elevated
Blood Cholesterol and Triglycerides in Rats.

Ten male rats were fed the control diet (basal + cholesterol and
cholic acid) for four weeks and divided into two groups. One group (2A)
continued to receive the control diet. The second group (2B) received a
test diet of the same composition as the control diet except that 15 parts
of Glycan replaced 15 parts of sucrose. Another group (#1) of ten male rats
were fed the basal diet for four weeks and then continued on the basal diet.
At weekly intervals, whole blood was drawn from the caudal vein for the
determination of serum cholesterol. At the end of four weeks, whole blood

was drawn by heart puncture.

Blood Analysis

Group #1 #3 L—

Cholesterol mg % 0 Wk. 96
i 96
2 96
3 96
i

Triglyceride mg % 4 Wk.

 
","June 18, 1975

The Ability of Dietary Glycan to Lower Elevated
Blood Cholesterol and Triglycerides in Rats.

Ten male rats were fed the control diet (basal + cholesterol and
cholic acid) for four weeks and divided into two groups. One group (2A)
continued to receive the control diet. The second group (223) received a
test diet of the same composition as the control diet except that 15 parts
of Glycan renlaced 15 narts of sucrose. Another sroun (/1) of ten male rats
were fed the basal diet for four weeks and then continued on the basal diet.
At weekly intervals, whole blood was drawn from the caudal vein for the
determination of serum cholesterol. At the end of four weeks, whole blood

was drawn by heart puncture.

Blood Analysis

Group #1

Cholesterol mg % 96

3
4

Triglyceride mg % 4 Wk.

 
",True,True,5.793,3.51
74,ITC Limited,layout,simple," 

Source: https://www.industrydocuments.ucsf.edu/docs/snbx0223
"," 
",False,False,1.289,0.593
75,BASAL DIET,free_text,simple,"June 18, 1975

The Ability of Dietary Glycan to Lower Elevated
Blood Cholesterol and Triglycerides in Rats.

Ten male rats were fed the control diet (basal + cholesterol and
cholic acid) for four weeks and divided into two groups. One group (2A)
continued to receive the control diet. The second group (2B) received a
test diet of the same composition as the control diet except that 15 parts
of Glycan replaced 15 parts of sucrose. Another group (#1) of ten male rats
were fed the basal diet for four weeks and then continued on the basal diet.
At weekly intervals, whole blood was drawn from the caudal vein for the
determination of serum cholesterol. At the end of four weeks, whole blood

was drawn by heart puncture.

Blood Analysis

Group #1 #3 L—

Cholesterol mg % 0 Wk. 96
i 96
2 96
3 96
i

Triglyceride mg % 4 Wk.

 
","June 18, 1975

The Ability of Dietary Glycan to Lower Elevated
Blood Cholesterol and Triglycerides in Rats.

Ten male rats were fed the control diet (basal + cholesterol and
cholic acid) for four weeks and divided into two groups. One group (2A)
continued to receive the control diet. The second group (223) received a
test diet of the same composition as the control diet except that 15 parts
of Glycan renlaced 15 narts of sucrose. Another sroun (/1) of ten male rats
were fed the basal diet for four weeks and then continued on the basal diet.
At weekly intervals, whole blood was drawn from the caudal vein for the
determination of serum cholesterol. At the end of four weeks, whole blood

was drawn by heart puncture.

Blood Analysis

Group #1

Cholesterol mg % 96

3
4

Triglyceride mg % 4 Wk.

 
",True,True,3.735,5.54
76,103,table/list,simple,"June 18, 1975

The Ability of Dietary Glycan to Lower Elevated
Blood Cholesterol and Triglycerides in Rats.

Ten male rats were fed the control diet (basal + cholesterol and
cholic acid) for four weeks and divided into two groups. One group (2A)
continued to receive the control diet. The second group (2B) received a
test diet of the same composition as the control diet except that 15 parts
of Glycan replaced 15 parts of sucrose. Another group (#1) of ten male rats
were fed the basal diet for four weeks and then continued on the basal diet.
At weekly intervals, whole blood was drawn from the caudal vein for the
determination of serum cholesterol. At the end of four weeks, whole blood

was drawn by heart puncture.

Blood Analysis

Group #1 #3 L—

Cholesterol mg % 0 Wk. 96
i 96
2 96
3 96
i

Triglyceride mg % 4 Wk.

 
","June 18, 1975

The Ability of Dietary Glycan to Lower Elevated
Blood Cholesterol and Triglycerides in Rats.

Ten male rats were fed the control diet (basal + cholesterol and
cholic acid) for four weeks and divided into two groups. One group (2A)
continued to receive the control diet. The second group (223) received a
test diet of the same composition as the control diet except that 15 parts
of Glycan renlaced 15 narts of sucrose. Another sroun (/1) of ten male rats
were fed the basal diet for four weeks and then continued on the basal diet.
At weekly intervals, whole blood was drawn from the caudal vein for the
determination of serum cholesterol. At the end of four weeks, whole blood

was drawn by heart puncture.

Blood Analysis

Group #1

Cholesterol mg % 96

3
4

Triglyceride mg % 4 Wk.

 
",False,False,3.683,3.474
77,PLATTE COUNTY VOLUNTEERS AGAINST HUNGER,form,medium,"PLATTE COUNTY

DIRECTORY of SERVICES

Prepared by:

PLATTE CounTY VOLUNTEERS AGAINST HUNGER

MISSOURI ASSOCIATION FOR SOCIAL WELFARE
113B West High Street
Jefferson City, Missouri

 

Source: https://www.industrydocuments.ucsf.edu/docs/kgvg022/
","PLATTE COUNTY

DIRECTORY o SERVICES

Prepared by:

Platte CounTY VOLUNTEERS AGAINST HUNGER

MISSOURI ASSOCIATION FOR SOCIAL WELFARE
113B West High Street
Jefferson City, Missouri

 
",True,True,1.342,0.837
78,itc,layout,simple," 

Source: https://www.industrydocuments.ucsf.edu/docs/snbx0223
"," 
",False,False,1.922,0.952
79,"34,400",table/list,simple,".

Missouri Food Donation Program
By MASW Divisions and Counties

COUNTY Population

(1)
No.

Scott

Stoddard

Wayne

SOUTHWEST:

Barry

Barton

Cedar

Christian

Dade

Dallas

Greene

Hickory

Jasper

Laclede

Lawrence

McDonald

Newton

Families
In
Poverty

(2)

2k.7
2969
39.2

26.0
25.6
23.7
23.6
29.2
30.2
16.4
28.5
19.0
26.8
22.5
31.8

22.0

Estimated
Population
In Poverty
(3)
No.
8,496
8,013

3,763

5 , Ol
2,406
2,109
3,256
2,102
2,959

23,074
1,225

15,428
4,984
5,692
35593
1,392

Page 6
January, 1970

Participants In Public
Food Donation Assistance
Program Recipients

(4) (5)

Col. No. No. Col.

Public Assistance
Participants In Food
Donation Program
6

3,587 2,435 67.9
3,286 2,324 70.7
784 63.5

 

Source: https://www.industrydocuments.ucsf.edu/docs/}jvg0227
","Missouri Food Donation Program Page 6
By MASW Divisions and Counties January, 1970

COUNTY Population Families Estimated Participants In Public Public Assistance
In Population Food Donation Assistance Participants In Food
Poverty In Poverty Program Recipients Donation Program
(1) (2) (3) (4) (5) 6
No. No. No. Col. No. No. Col.
Scott 34,400 2u.7 6,496 5 O74 3,587 2,435 67.9
Stoddard 26 , 800 29.9 8,013 5,949 74.2 3,286 2,324
Wayne 9,600 39.2 3,763 2,401 63.8 1,234 784 63.5
SOUTHWEST:
Barry 19,400 26.0 5,044 1,482
Barton 9,400 25.6 2 ,406 542
Ceder 8,900 23.7 2,109 677
Christian 13,800 23.6 916
Dade 7,200 29.2 . 471

Dallas 9,800 30.2 1,204

Greene 140,700 16.4 7,413

Hickory 4,300 28.5 ok
Jasper 81,200 19.0 4 631
Laclede 18,600 26.8 1,672
Lawrence 25,300 22.5 1,423
McDonald 11,300 31.8 . OTT

Newton 33,600 22.0 1,871

 
",False,True,3.276,2.328
80,29.9,table/list,simple,".

Missouri Food Donation Program
By MASW Divisions and Counties

COUNTY Population

(1)
No.

Scott

Stoddard

Wayne

SOUTHWEST:

Barry

Barton

Cedar

Christian

Dade

Dallas

Greene

Hickory

Jasper

Laclede

Lawrence

McDonald

Newton

Families
In
Poverty

(2)

2k.7
2969
39.2

26.0
25.6
23.7
23.6
29.2
30.2
16.4
28.5
19.0
26.8
22.5
31.8

22.0

Estimated
Population
In Poverty
(3)
No.
8,496
8,013

3,763

5 , Ol
2,406
2,109
3,256
2,102
2,959

23,074
1,225

15,428
4,984
5,692
35593
1,392

Page 6
January, 1970

Participants In Public
Food Donation Assistance
Program Recipients

(4) (5)

Col. No. No. Col.

Public Assistance
Participants In Food
Donation Program
6

3,587 2,435 67.9
3,286 2,324 70.7
784 63.5

 

Source: https://www.industrydocuments.ucsf.edu/docs/}jvg0227
","Missouri Food Donation Program Page 6
By MASW Divisions and Counties January, 1970

COUNTY Population Families Estimated Participants In Public Public Assistance
In Population Food Donation Assistance Participants In Food
Poverty In Poverty Program Recipients Donation Program
(1) (2) (3) (4) (5) 6
No. No. No. Col. No. No. Col.
Scott 34,400 2u.7 6,496 5 O74 3,587 2,435 67.9
Stoddard 26 , 800 29.9 8,013 5,949 74.2 3,286 2,324
Wayne 9,600 39.2 3,763 2,401 63.8 1,234 784 63.5
SOUTHWEST:
Barry 19,400 26.0 5,044 1,482
Barton 9,400 25.6 2 ,406 542
Ceder 8,900 23.7 2,109 677
Christian 13,800 23.6 916
Dade 7,200 29.2 . 471

Dallas 9,800 30.2 1,204

Greene 140,700 16.4 7,413

Hickory 4,300 28.5 ok
Jasper 81,200 19.0 4 631
Laclede 18,600 26.8 1,672
Lawrence 25,300 22.5 1,423
McDonald 11,300 31.8 . OTT

Newton 33,600 22.0 1,871

 
",False,True,2.537,2.383
81,report and accounts,layout,medium," 

Source: https://www.industrydocuments.ucsf.edu/docs/snbx0223
"," 
",False,False,1.286,0.915
82,ltl service,free_text,simple,"NAMES IN THE NEWS, Continued

United States Cold Storage of California, a division of American Consumer Industries,
has named C, RICHARD NELSON Vice President of Container Services which provides
LTL service for frozen shipments from the west coast to Hawaii.

ESEQUIEL GRANADO has succeeded WILLIAM R. SEWELL as Manager of Edinburg Ice
and Cold Storage, Edinburg, Texas.

Lewis Refrigeration Company, Redmond, Washington, has announced the appointment of
RONALD F. MEYER to the position of President.

WANTED

Individual experienced in warehouse operations
and customer contact for managerial position
with large multi-plant operation. Inquiries con-
fidential, if requested.

Contact: Charles H. Hoffberger
Merchants Terminal Corporation
501 North Kresson Street
Baltimore, Maryland 21224

Telephone: 301-342-9300

WANTED WANTED

General Manager for Independent Ice Operating Engineer for Independent Ice
and Cold Storage Co. , 1626 Southern and Cold Storage Co. , 1626 Southern
Avenue, Shreveport, La. 71101. Avenue, Shreveport, La. 71101.

Salary commensurate. Mail resume. Salary commensurate. Mail resume’.

AVAILABLE

Refrigerated Warehouse executive with
20 years experience in all aspects of
operations,

Contact: Charles B. Capp
4311 W. 53rd Terrace
Shawnee Mission, Kan. 66205
Telephone: 913-281-2771

 
","NAMES IN THE NEWS, Continued

United States Cold Storage of California, a division of American Consumer Industries,
has named C, RICHARD NELSON Vice President of Container Services which provides
LTL service for frozen shipments from the west coast to Hawaii.

ESEQUIEL GRANADO has succeeded WILLIAM R. SEWELL as Manager of Edinburg Ice
and Cold Storage, Edinburg, Texas.

Lewis Refrigeration Company, Redmond, Washington, has announced the appointment of
RONALD F,. MEYER to the position of President.

WANTED

Individual experienced in warehouse operations
and customer contact for managerial position
with large multi-plant operation, Inquiries con-
fidential, if requested.

Contact: Charles H. Hoffberger
Merchants Terminal Corporation
501 North Kresson Street
Baltimore, Maryland 21224

Telephone: 301-342-9300

WANTED WANTED

General Manager for Independent Ice Operating Engineer for Independent Ice
and Cold Storage Co. , 1626 Southern and Cold Storage Co. , 1626 Southern
Avenue, Shreveport, La. 71101. Avenue, Shreveport, La. 71101.

Salary commensurate. Mail resume. Salary commensurate, Mail resume’.

AVAILABLE

Refrigerated Warehouse executive with
20 years experience in all aspects of
operations.

Contact: Charles B. Capp
4311 W. 53rd Terrace
Shawnee Mission, Kan. 66205
Telephone: 913-281-2771

 
",True,True,5.719,3.621
83,"1,423",table/list,simple,".

Missouri Food Donation Program
By MASW Divisions and Counties

COUNTY Population

(1)
No.

Scott

Stoddard

Wayne

SOUTHWEST:

Barry

Barton

Cedar

Christian

Dade

Dallas

Greene

Hickory

Jasper

Laclede

Lawrence

McDonald

Newton

Families
In
Poverty

(2)

2k.7
2969
39.2

26.0
25.6
23.7
23.6
29.2
30.2
16.4
28.5
19.0
26.8
22.5
31.8

22.0

Estimated
Population
In Poverty
(3)
No.
8,496
8,013

3,763

5 , Ol
2,406
2,109
3,256
2,102
2,959

23,074
1,225

15,428
4,984
5,692
35593
1,392

Page 6
January, 1970

Participants In Public
Food Donation Assistance
Program Recipients

(4) (5)

Col. No. No. Col.

Public Assistance
Participants In Food
Donation Program
6

3,587 2,435 67.9
3,286 2,324 70.7
784 63.5

 

Source: https://www.industrydocuments.ucsf.edu/docs/}jvg0227
","Missouri Food Donation Program Page 6
By MASW Divisions and Counties January, 1970

COUNTY Population Families Estimated Participants In Public Public Assistance
In Population Food Donation Assistance Participants In Food
Poverty In Poverty Program Recipients Donation Program
(1) (2) (3) (4) (5) 6
No. No. No. Col. No. No. Col.
Scott 34,400 2u.7 6,496 5 O74 3,587 2,435 67.9
Stoddard 26 , 800 29.9 8,013 5,949 74.2 3,286 2,324
Wayne 9,600 39.2 3,763 2,401 63.8 1,234 784 63.5
SOUTHWEST:
Barry 19,400 26.0 5,044 1,482
Barton 9,400 25.6 2 ,406 542
Ceder 8,900 23.7 2,109 677
Christian 13,800 23.6 916
Dade 7,200 29.2 . 471

Dallas 9,800 30.2 1,204

Greene 140,700 16.4 7,413

Hickory 4,300 28.5 ok
Jasper 81,200 19.0 4 631
Laclede 18,600 26.8 1,672
Lawrence 25,300 22.5 1,423
McDonald 11,300 31.8 . OTT

Newton 33,600 22.0 1,871

 
",False,True,2.505,2.703
